row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,closing_document,input_row_ids,org_id,period,verdict
H-PROGRESS-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/853963084.json,2026-09-14,"{""name"":""Chamber Of Progress"",""ein"":853963084,""subsection_code"":6,""ruling_date"":""2021-08-01""}",Revenue is available in the linked evidence row.,,R-PROGRESS-2021-REV-2626,PROGRESS,2021,KEEP
H-PROGRESS-2022,,https://projects.propublica.org/nonprofits/api/v2/organizations/853963084.json,2026-09-14,"{""name"":""Chamber Of Progress"",""ein"":853963084,""subsection_code"":6,""ruling_date"":""2021-08-01""}",Revenue is available in the linked evidence row.,,R-PROGRESS-2022-REV-2976,PROGRESS,2022,KEEP
H-PROGRESS-2023,,https://projects.propublica.org/nonprofits/api/v2/organizations/853963084.json,2026-09-14,"{""name"":""Chamber Of Progress"",""ein"":853963084,""subsection_code"":6,""ruling_date"":""2021-08-01""}",Revenue is available in the linked evidence row.,,R-PROGRESS-2023-REV-2270,PROGRESS,2023,KEEP
H-PROGRESS-2024,,https://projects.propublica.org/nonprofits/api/v2/organizations/853963084.json,2026-09-14,"{""name"":""Chamber Of Progress"",""ein"":853963084,""subsection_code"":6,""ruling_date"":""2021-08-01""}",Revenue is available in the linked evidence row.,,R-PROGRESS-2024-REV-0333,PROGRESS,2024,KEEP
H-ITIF-2019,,https://projects.propublica.org/nonprofits/api/v2/organizations/204403497.json,2026-09-14,"{""name"":""Information Technology And Innovation Foundation"",""ein"":204403497,""subsection_code"":3,""ruling_date"":""2007-01-01""}",Revenue is available in the linked evidence row.,,R-ITIF-2019-REV-1440,ITIF,2019,KEEP
H-ITIF-2020,,https://projects.propublica.org/nonprofits/api/v2/organizations/204403497.json,2026-09-14,"{""name"":""Information Technology And Innovation Foundation"",""ein"":204403497,""subsection_code"":3,""ruling_date"":""2007-01-01""}",Revenue is available in the linked evidence row.,,R-ITIF-2020-REV-3775,ITIF,2020,KEEP
H-ITIF-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/204403497.json,2026-09-14,"{""name"":""Information Technology And Innovation Foundation"",""ein"":204403497,""subsection_code"":3,""ruling_date"":""2007-01-01""}",Revenue is available in the linked evidence row.,,R-ITIF-2021-REV-0339,ITIF,2021,KEEP
H-ITIF-2022,,https://projects.propublica.org/nonprofits/api/v2/organizations/204403497.json,2026-09-14,"{""name"":""Information Technology And Innovation Foundation"",""ein"":204403497,""subsection_code"":3,""ruling_date"":""2007-01-01""}",Revenue is available in the linked evidence row.,,R-ITIF-2022-REV-0620,ITIF,2022,KEEP
H-ITIF-2023,,https://projects.propublica.org/nonprofits/api/v2/organizations/204403497.json,2026-09-14,"{""name"":""Information Technology And Innovation Foundation"",""ein"":204403497,""subsection_code"":3,""ruling_date"":""2007-01-01""}",Revenue is available in the linked evidence row.,,R-ITIF-2023-REV-0619,ITIF,2023,KEEP
H-ITIF-2024,,https://projects.propublica.org/nonprofits/api/v2/organizations/204403497.json,2026-09-14,"{""name"":""Information Technology And Innovation Foundation"",""ein"":204403497,""subsection_code"":3,""ruling_date"":""2007-01-01""}",Revenue is available in the linked evidence row.,,R-ITIF-2024-REV-1018,ITIF,2024,KEEP
H-TECHFREEDOM-2019,,https://projects.propublica.org/nonprofits/api/v2/organizations/273567814.json,2026-09-14,"{""name"":""Techfreedom"",""ein"":273567814,""subsection_code"":3,""ruling_date"":""2014-01-01""}",Revenue is available in the linked evidence row.,,R-TECHFREEDOM-2019-REV-1866,TECHFREEDOM,2019,KEEP
H-TECHFREEDOM-2020,,https://projects.propublica.org/nonprofits/api/v2/organizations/273567814.json,2026-09-14,"{""name"":""Techfreedom"",""ein"":273567814,""subsection_code"":3,""ruling_date"":""2014-01-01""}",Revenue is available in the linked evidence row.,,R-TECHFREEDOM-2020-REV-0470,TECHFREEDOM,2020,KEEP
H-TECHFREEDOM-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/273567814.json,2026-09-14,"{""name"":""Techfreedom"",""ein"":273567814,""subsection_code"":3,""ruling_date"":""2014-01-01""}",Revenue is available in the linked evidence row.,,R-TECHFREEDOM-2021-REV-6118,TECHFREEDOM,2021,KEEP
H-TECHFREEDOM-2022,,https://projects.propublica.org/nonprofits/api/v2/organizations/273567814.json,2026-09-14,"{""name"":""Techfreedom"",""ein"":273567814,""subsection_code"":3,""ruling_date"":""2014-01-01""}",Revenue is available in the linked evidence row.,,R-TECHFREEDOM-2022-REV-0449,TECHFREEDOM,2022,KEEP
H-TECHFREEDOM-2023,,https://projects.propublica.org/nonprofits/api/v2/organizations/273567814.json,2026-09-14,"{""name"":""Techfreedom"",""ein"":273567814,""subsection_code"":3,""ruling_date"":""2014-01-01""}",Revenue is available in the linked evidence row.,,R-TECHFREEDOM-2023-REV-7043,TECHFREEDOM,2023,KEEP
H-TECHFREEDOM-2024,,https://projects.propublica.org/nonprofits/api/v2/organizations/273567814.json,2026-09-14,"{""name"":""Techfreedom"",""ein"":273567814,""subsection_code"":3,""ruling_date"":""2014-01-01""}",Revenue is available in the linked evidence row.,,R-TECHFREEDOM-2024-REV-9381,TECHFREEDOM,2024,KEEP
H-NETCHOICE-2019,,https://projects.propublica.org/nonprofits/api/v2/organizations/271716101.json,2026-09-14,"{""name"":""Netchoice"",""ein"":271716101,""subsection_code"":6,""ruling_date"":""2018-04-01""}",Revenue is available in the linked evidence row.,,R-NETCHOICE-2019-REV-COMP,NETCHOICE,2019,KEEP
H-NETCHOICE-2020,,https://projects.propublica.org/nonprofits/api/v2/organizations/271716101.json,2026-09-14,"{""name"":""Netchoice"",""ein"":271716101,""subsection_code"":6,""ruling_date"":""2018-04-01""}",Revenue is available in the linked evidence row.,,R-NETCHOICE-2020-REV-1818,NETCHOICE,2020,KEEP
H-NETCHOICE-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/271716101.json,2026-09-14,"{""name"":""Netchoice"",""ein"":271716101,""subsection_code"":6,""ruling_date"":""2018-04-01""}",Revenue is available in the linked evidence row.,,R-NETCHOICE-2021-REV-0805,NETCHOICE,2021,KEEP
H-NETCHOICE-2022,,https://projects.propublica.org/nonprofits/api/v2/organizations/271716101.json,2026-09-14,"{""name"":""Netchoice"",""ein"":271716101,""subsection_code"":6,""ruling_date"":""2018-04-01""}",Revenue is available in the linked evidence row.,,R-NETCHOICE-2022-REV-0919,NETCHOICE,2022,KEEP
H-NETCHOICE-2023,,https://projects.propublica.org/nonprofits/api/v2/organizations/271716101.json,2026-09-14,"{""name"":""Netchoice"",""ein"":271716101,""subsection_code"":6,""ruling_date"":""2018-04-01""}",Revenue is available in the linked evidence row.,,R-NETCHOICE-2023-REV-0104,NETCHOICE,2023,KEEP
H-NETCHOICE-2024,,https://projects.propublica.org/nonprofits/api/v2/organizations/271716101.json,2026-09-14,"{""name"":""Netchoice"",""ein"":271716101,""subsection_code"":6,""ruling_date"":""2018-04-01""}",Revenue is available in the linked evidence row.,,R-NETCHOICE-2024-REV-0534,NETCHOICE,2024,KEEP
H-AIPN-2019,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""name"":""Ai Policy Network Inc"",""ein"":994513850,""subsection_code"":4,""ruling_date"":""2025-09-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPN,AIPN,2019,OPEN
H-AIPN-2020,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""name"":""Ai Policy Network Inc"",""ein"":994513850,""subsection_code"":4,""ruling_date"":""2025-09-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPN,AIPN,2020,OPEN
H-AIPN-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""name"":""Ai Policy Network Inc"",""ein"":994513850,""subsection_code"":4,""ruling_date"":""2025-09-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPN,AIPN,2021,OPEN
H-AIPN-2022,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""name"":""Ai Policy Network Inc"",""ein"":994513850,""subsection_code"":4,""ruling_date"":""2025-09-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPN,AIPN,2022,OPEN
H-AIPN-2023,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""name"":""Ai Policy Network Inc"",""ein"":994513850,""subsection_code"":4,""ruling_date"":""2025-09-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPN,AIPN,2023,OPEN
H-AIPN-2024,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""name"":""Ai Policy Network Inc"",""ein"":994513850,""subsection_code"":4,""ruling_date"":""2025-09-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPN,AIPN,2024,OPEN
H-ENCODER-2019,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,ENCODER,2019,OPEN
H-ENCODER-2020,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,ENCODER,2020,OPEN
H-ENCODER-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,ENCODER,2021,OPEN
H-ENCODER-2022,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,ENCODER,2022,OPEN
H-ENCODER-2023,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,ENCODER,2023,OPEN
H-ENCODER-2024,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,ENCODER,2024,OPEN
H-AIPI-2019,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,AIPI,2019,OPEN
H-AIPI-2020,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,AIPI,2020,OPEN
H-AIPI-2021,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,AIPI,2021,OPEN
H-AIPI-2022,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,AIPI,2022,OPEN
H-AIPI-2023,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,AIPI,2023,OPEN
H-AIPI-2024,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,AIPI,2024,OPEN
H-ENCODE-2019,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,ENCODE,2019,OPEN
H-ENCODE-2020,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,ENCODE,2020,OPEN
H-ENCODE-2021,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,ENCODE,2021,OPEN
H-ENCODE-2022,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,ENCODE,2022,OPEN
H-ENCODE-2023,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,ENCODE,2023,OPEN
H-ENCODE-2024,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,ENCODE,2024,OPEN
H-CONTROL-2019,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,CONTROL,2019,OPEN
H-CONTROL-2020,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,CONTROL,2020,OPEN
H-CONTROL-2021,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,CONTROL,2021,OPEN
H-CONTROL-2022,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,CONTROL,2022,OPEN
H-CONTROL-2023,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,CONTROL,2023,OPEN
H-CONTROL-2024,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,CONTROL,2024,OPEN
