row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,claim,closing_document,input_row_ids,metric,org_id,period,verdict
O-H-AIPN-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""name"":""Ai Policy Network Inc"",""ein"":994513850,""subsection_code"":4,""ruling_date"":""2025-09-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPN,,AIPN,2021,OPEN
O-H-AIPN-2022,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""name"":""Ai Policy Network Inc"",""ein"":994513850,""subsection_code"":4,""ruling_date"":""2025-09-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPN,,AIPN,2022,OPEN
O-H-AIPN-2023,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""name"":""Ai Policy Network Inc"",""ein"":994513850,""subsection_code"":4,""ruling_date"":""2025-09-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPN,,AIPN,2023,OPEN
O-H-AIPN-2024,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""name"":""Ai Policy Network Inc"",""ein"":994513850,""subsection_code"":4,""ruling_date"":""2025-09-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPN,,AIPN,2024,OPEN
O-H-ENCODER-2019,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,,ENCODER,2019,OPEN
O-H-ENCODER-2020,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,,ENCODER,2020,OPEN
O-H-ENCODER-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,,ENCODER,2021,OPEN
O-H-ENCODER-2022,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,,ENCODER,2022,OPEN
O-H-ENCODER-2023,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,,ENCODER,2023,OPEN
O-H-ENCODER-2024,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""name"":""Encode Research Foundation"",""ein"":333199430,""subsection_code"":3,""ruling_date"":""2025-06-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODER,,ENCODER,2024,OPEN
O-H-AIPI-2019,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,,AIPI,2019,OPEN
O-H-AIPI-2020,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,,AIPI,2020,OPEN
O-H-AIPI-2021,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,,AIPI,2021,OPEN
O-H-AIPI-2022,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,,AIPI,2022,OPEN
O-H-AIPI-2023,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,,AIPI,2023,OPEN
O-H-AIPI-2024,,https://theaipi.org/donate/,2026-09-14,We’re a donor-supported 501(c)(3) non-profit.,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-AIPI,,AIPI,2024,OPEN
O-H-ENCODE-2019,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,,ENCODE,2019,OPEN
O-H-ENCODE-2020,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,,ENCODE,2020,OPEN
O-H-ENCODE-2021,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,,ENCODE,2021,OPEN
O-H-ENCODE-2022,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,,ENCODE,2022,OPEN
O-H-ENCODE-2023,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,,ENCODE,2023,OPEN
O-H-ENCODE-2024,,https://encodeai.org/privacy-policy/,2026-09-14,"Encode AI Corporation, a 501(c)(4) social welfare organization","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-ENCODE,,ENCODE,2024,OPEN
O-H-CONTROL-2019,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,,CONTROL,2019,OPEN
O-H-CONTROL-2020,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,,CONTROL,2020,OPEN
O-H-CONTROL-2021,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,,CONTROL,2021,OPEN
O-H-CONTROL-2022,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,,CONTROL,2022,OPEN
O-H-CONTROL-2023,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,,CONTROL,2023,OPEN
O-H-CONTROL-2024,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,Private Limited Company by guarantee without share capital use of 'Limited' exemption,"No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CONTROL,,CONTROL,2024,OPEN
O-L-01a7da9d-0c54-4492-a6b8-dd586c01e04c,,https://lda.gov/filings/public/filing/01a7da9d-0c54-4492-a6b8-dd586c01e04c/print/,2026-09-14,"{""filing_uuid"":""01a7da9d-0c54-4492-a6b8-dd586c01e04c"",""filing_type"":""Q1"",""filing_year"":2022,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-01a7da9d-0c54-4492-a6b8-dd586c01e04c,,Google,,OPEN
O-L-02de2443-310f-45a6-a888-344f8687ebe3,,https://lda.gov/filings/public/filing/02de2443-310f-45a6-a888-344f8687ebe3/print/,2026-09-14,"{""filing_uuid"":""02de2443-310f-45a6-a888-344f8687ebe3"",""filing_type"":""Q3Y"",""filing_year"":2020,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-02de2443-310f-45a6-a888-344f8687ebe3,,Microsoft,,OPEN
O-L-050f040c-1e40-45de-93c5-bf5edc6288e2,,https://lda.gov/filings/public/filing/050f040c-1e40-45de-93c5-bf5edc6288e2/print/,2026-09-14,"{""filing_uuid"":""050f040c-1e40-45de-93c5-bf5edc6288e2"",""filing_type"":""4TY"",""filing_year"":2024,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-050f040c-1e40-45de-93c5-bf5edc6288e2,,Google,,OPEN
O-L-065e9f85-35b8-4dc5-8aac-880840231f7e,,https://lda.gov/filings/public/filing/065e9f85-35b8-4dc5-8aac-880840231f7e/print/,2026-09-14,"{""filing_uuid"":""065e9f85-35b8-4dc5-8aac-880840231f7e"",""filing_type"":""Q2Y"",""filing_year"":2019,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-065e9f85-35b8-4dc5-8aac-880840231f7e,,Google,,OPEN
O-L-067b2da9-b8d6-4e2e-8f3a-9b87ab73c331,,https://lda.gov/filings/public/filing/067b2da9-b8d6-4e2e-8f3a-9b87ab73c331/print/,2026-09-14,"{""filing_uuid"":""067b2da9-b8d6-4e2e-8f3a-9b87ab73c331"",""filing_type"":""Q1Y"",""filing_year"":2020,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-067b2da9-b8d6-4e2e-8f3a-9b87ab73c331,,Amazon,,OPEN
O-L-0872e576-954b-4d46-83b3-9830f5d14a57,,https://lda.gov/filings/public/filing/0872e576-954b-4d46-83b3-9830f5d14a57/print/,2026-09-14,"{""filing_uuid"":""0872e576-954b-4d46-83b3-9830f5d14a57"",""filing_type"":""Q3"",""filing_year"":2020,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-0872e576-954b-4d46-83b3-9830f5d14a57,,Google,,OPEN
O-L-0aa4f8a6-e783-4283-907b-bf336b07a56c,,https://lda.gov/filings/public/filing/0aa4f8a6-e783-4283-907b-bf336b07a56c/print/,2026-09-14,"{""filing_uuid"":""0aa4f8a6-e783-4283-907b-bf336b07a56c"",""filing_type"":""Q2Y"",""filing_year"":2020,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-0aa4f8a6-e783-4283-907b-bf336b07a56c,,Google,,OPEN
O-L-0acb44f6-3e58-4c51-b857-1b0a4e0beeb4,,https://lda.gov/filings/public/filing/0acb44f6-3e58-4c51-b857-1b0a4e0beeb4/print/,2026-09-14,"{""filing_uuid"":""0acb44f6-3e58-4c51-b857-1b0a4e0beeb4"",""filing_type"":""Q4Y"",""filing_year"":2022,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-0acb44f6-3e58-4c51-b857-1b0a4e0beeb4,,Microsoft,,OPEN
O-L-0ad9f64a-c4ee-4a23-bcbf-0c5f71c5872c,,https://lda.gov/filings/public/filing/0ad9f64a-c4ee-4a23-bcbf-0c5f71c5872c/print/,2026-09-14,"{""filing_uuid"":""0ad9f64a-c4ee-4a23-bcbf-0c5f71c5872c"",""filing_type"":""4T"",""filing_year"":2022,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-0ad9f64a-c4ee-4a23-bcbf-0c5f71c5872c,,Meta,,OPEN
O-L-0c924224-8e34-4b2d-8b3f-bfb27383307c,,https://lda.gov/filings/public/filing/0c924224-8e34-4b2d-8b3f-bfb27383307c/print/,2026-09-14,"{""filing_uuid"":""0c924224-8e34-4b2d-8b3f-bfb27383307c"",""filing_type"":""Q2Y"",""filing_year"":2024,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-0c924224-8e34-4b2d-8b3f-bfb27383307c,,Microsoft,,OPEN
O-L-0cfb4147-3f76-46b5-8680-eaf378f4bcd2,,https://lda.gov/filings/public/filing/0cfb4147-3f76-46b5-8680-eaf378f4bcd2/print/,2026-09-14,"{""filing_uuid"":""0cfb4147-3f76-46b5-8680-eaf378f4bcd2"",""filing_type"":""Q2Y"",""filing_year"":2022,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-0cfb4147-3f76-46b5-8680-eaf378f4bcd2,,Microsoft,,OPEN
O-L-0f49fd89-e0df-4a3e-8235-b1b537e926e7,,https://lda.gov/filings/public/filing/0f49fd89-e0df-4a3e-8235-b1b537e926e7/print/,2026-09-14,"{""filing_uuid"":""0f49fd89-e0df-4a3e-8235-b1b537e926e7"",""filing_type"":""Q2Y"",""filing_year"":2020,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-0f49fd89-e0df-4a3e-8235-b1b537e926e7,,Microsoft,,OPEN
O-L-0f7225fd-622a-45a5-8bbc-f781bc934b7d,,https://lda.gov/filings/public/filing/0f7225fd-622a-45a5-8bbc-f781bc934b7d/print/,2026-09-14,"{""filing_uuid"":""0f7225fd-622a-45a5-8bbc-f781bc934b7d"",""filing_type"":""Q3Y"",""filing_year"":2022,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-0f7225fd-622a-45a5-8bbc-f781bc934b7d,,Microsoft,,OPEN
O-L-1131ca93-da4b-41aa-89bd-2cd958ddcb62,,https://lda.gov/filings/public/filing/1131ca93-da4b-41aa-89bd-2cd958ddcb62/print/,2026-09-14,"{""filing_uuid"":""1131ca93-da4b-41aa-89bd-2cd958ddcb62"",""filing_type"":""Q2Y"",""filing_year"":2020,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-1131ca93-da4b-41aa-89bd-2cd958ddcb62,,Amazon,,OPEN
O-L-12a923bc-1e57-4ab0-b494-8436fe7b4459,,https://lda.gov/filings/public/filing/12a923bc-1e57-4ab0-b494-8436fe7b4459/print/,2026-09-14,"{""filing_uuid"":""12a923bc-1e57-4ab0-b494-8436fe7b4459"",""filing_type"":""4TY"",""filing_year"":2022,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-12a923bc-1e57-4ab0-b494-8436fe7b4459,,Amazon,,OPEN
O-L-13a54f5f-04c7-463f-b2aa-c82ccf173b52,,https://lda.gov/filings/public/filing/13a54f5f-04c7-463f-b2aa-c82ccf173b52/print/,2026-09-14,"{""filing_uuid"":""13a54f5f-04c7-463f-b2aa-c82ccf173b52"",""filing_type"":""Q2Y"",""filing_year"":2019,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-13a54f5f-04c7-463f-b2aa-c82ccf173b52,,Microsoft,,OPEN
