row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,currency,funder,funder_code,input_row_ids,money_type,operation,org_id,period,period_end,period_start,quarters,route,unit,verdict
DP-PROGRESS,,https://projects.propublica.org/nonprofits/api/v2/organizations/853963084.json,2026-09-14,"{""DN-PROGRESS"": ""{\""ID-PROGRESS\"": \""{\\\""name\\\"":\\\""Chamber Of Progress\\\"",\\\""ein\\\"":853963084,\\\""subsection_code\\\"":6,\\\""ruling_date\\\"":\\\""2021-08-01\\\""}\""}"", ""DD-PROGRESS"": ""{\""ID-PROGRESS\"": \""{\\\""name\\\"":\\\""Chamber Of Progress\\\"",\\\""ein\\\"":853963084,\\\""subsection_code\\\"":6,\\\""ruling_date\\\"":\\\""2021-08-01\\\""}\""}""}","DAF-sponsor-routed cash divided by the sum of separately retained sponsor-routed and direct-institution cash subtotals. Coverage-limited ratio, not a share of organization revenue, all donations, declared donors, or confirmed donor-advised grants. Unknown when no identified pool exists.",,,,DN-PROGRESS;DD-PROGRESS,DAF_sponsor_route_percentage,unavailable,PROGRESS,,,,,,percent,OPEN
DP-SAIF,23.87543252595155709342560554,https://projects.propublica.org/nonprofits/full_text/202601289349302480/IRS990ScheduleI,2026-09-14,"{""DN-SAIF"": ""{\""G-237825575-202601289349302480-16234\"": \""345,000\""}"", ""DD-SAIF"": ""{\""G-461008520-202641359349102829-248\"": \""100,000\"", \""G-461008520-202641359349102829-249\"": \""1,000,000\""}""}","DAF-sponsor-routed cash divided by the sum of separately retained sponsor-routed and direct-institution cash subtotals. Coverage-limited ratio, not a share of organization revenue, all donations, declared donors, or confirmed donor-advised grants. Unknown when no identified pool exists.",,,,DN-SAIF;DD-SAIF,DAF_sponsor_route_percentage,route_percentage,SAIF,,,,,,percent,KEEP
DP-TECHFREEDOM,20.81784386617100371747211896,https://projects.propublica.org/nonprofits/full_text/202601289349302480/IRS990ScheduleI,2026-09-14,"{""DN-TECHFREEDOM"": ""{\""G-237825575-202601289349302480-18630\"": \""280,000\""}"", ""DD-TECHFREEDOM"": ""{\""G-271716101-202343009349300919-18\"": \""450,000\"", \""G-271716101-202442499349300104-26\"": \""250,000\"", \""G-271716101-202543119349300534-28\"": \""365,000\""}""}","DAF-sponsor-routed cash divided by the sum of separately retained sponsor-routed and direct-institution cash subtotals. Coverage-limited ratio, not a share of organization revenue, all donations, declared donors, or confirmed donor-advised grants. Unknown when no identified pool exists.",,,,DN-TECHFREEDOM;DD-TECHFREEDOM,DAF_sponsor_route_percentage,route_percentage,TECHFREEDOM,,,,,,percent,KEEP
EX-Amazon-2019,16140000.00,https://lda.gov/filings/public/filing/11501764-f4f1-4ca4-8591-bd883301c395/print/,2026-09-14,"{""L-11501764-f4f1-4ca4-8591-bd883301c395"": ""{\""filing_uuid\"":\""11501764-f4f1-4ca4-8591-bd883301c395\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2019,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""4010000.00\""}"", ""L-4dff7532-6335-4510-b249-1358362f9bde"": ""{\""filing_uuid\"":\""4dff7532-6335-4510-b249-1358362f9bde\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2019,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""3890000.00\""}"", ""L-a5dcb1c8-7de1-4714-915b-df78c54ee722"": ""{\""filing_uuid\"":\""a5dcb1c8-7de1-4714-915b-df78c54ee722\"",\""filing_type\"":\""Q4\"",\""filing_year\"":2019,\""filing_period\"":\""fourth_quarter\"",\""income\"":null,\""expenses\"":\""4210000.00\""}"", ""L-f70c588e-bc9c-4bc1-9bf4-3eb0d7e1b8ed"": ""{\""filing_uuid\"":\""f70c588e-bc9c-4bc1-9bf4-3eb0d7e1b8ed\"",\""filing_type\"":\""Q3\"",\""filing_year\"":2019,\""filing_period\"":\""third_quarter\"",\""income\"":null,\""expenses\"":\""4030000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-11501764-f4f1-4ca4-8591-bd883301c395;L-4dff7532-6335-4510-b249-1358362f9bde;L-a5dcb1c8-7de1-4714-915b-df78c54ee722;L-f70c588e-bc9c-4bc1-9bf4-3eb0d7e1b8ed,lobbying_self_expenses,sum,Amazon,2019,,,1;2;3;4,,,KEEP
EX-Amazon-2020,17860000.00,https://lda.gov/filings/public/filing/106caa54-c04c-46db-9da3-8d5965289bb2/print/,2026-09-14,"{""L-106caa54-c04c-46db-9da3-8d5965289bb2"": ""{\""filing_uuid\"":\""106caa54-c04c-46db-9da3-8d5965289bb2\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2020,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""4380000.00\""}"", ""L-1c54ad52-6bd7-4474-aeb4-c2ebaaa907c7"": ""{\""filing_uuid\"":\""1c54ad52-6bd7-4474-aeb4-c2ebaaa907c7\"",\""filing_type\"":\""Q3\"",\""filing_year\"":2020,\""filing_period\"":\""third_quarter\"",\""income\"":null,\""expenses\"":\""4410000.00\""}"", ""L-57ffc505-528c-4de6-a5fc-9c3c9a01b798"": ""{\""filing_uuid\"":\""57ffc505-528c-4de6-a5fc-9c3c9a01b798\"",\""filing_type\"":\""Q4\"",\""filing_year\"":2020,\""filing_period\"":\""fourth_quarter\"",\""income\"":null,\""expenses\"":\""4740000.00\""}"", ""L-cf82cd3c-d32f-4109-93a7-c9cac01d35e5"": ""{\""filing_uuid\"":\""cf82cd3c-d32f-4109-93a7-c9cac01d35e5\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2020,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""4330000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-106caa54-c04c-46db-9da3-8d5965289bb2;L-1c54ad52-6bd7-4474-aeb4-c2ebaaa907c7;L-57ffc505-528c-4de6-a5fc-9c3c9a01b798;L-cf82cd3c-d32f-4109-93a7-c9cac01d35e5,lobbying_self_expenses,sum,Amazon,2020,,,1;2;3;4,,,KEEP
EX-Amazon-2021,19320000.00,https://lda.gov/filings/public/filing/0747207a-c15c-46ca-bb5c-86fbcd960750/print/,2026-09-14,"{""L-0747207a-c15c-46ca-bb5c-86fbcd960750"": ""{\""filing_uuid\"":\""0747207a-c15c-46ca-bb5c-86fbcd960750\"",\""filing_type\"":\""3A\"",\""filing_year\"":2021,\""filing_period\"":\""third_quarter\"",\""income\"":null,\""expenses\"":\""4740000.00\""}"", ""L-532894c6-bc65-4e48-b7e9-8c2747fa5426"": ""{\""filing_uuid\"":\""532894c6-bc65-4e48-b7e9-8c2747fa5426\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2021,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""4860000.00\""}"", ""L-8b5642d0-7521-4b52-b53e-674f0c480ddf"": ""{\""filing_uuid\"":\""8b5642d0-7521-4b52-b53e-674f0c480ddf\"",\""filing_type\"":\""Q4\"",\""filing_year\"":2021,\""filing_period\"":\""fourth_quarter\"",\""income\"":null,\""expenses\"":\""4920000.00\""}"", ""L-a87a3a40-7aa3-4b09-a90a-1ae233f3f69f"": ""{\""filing_uuid\"":\""a87a3a40-7aa3-4b09-a90a-1ae233f3f69f\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2021,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""4800000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-0747207a-c15c-46ca-bb5c-86fbcd960750;L-532894c6-bc65-4e48-b7e9-8c2747fa5426;L-8b5642d0-7521-4b52-b53e-674f0c480ddf;L-a87a3a40-7aa3-4b09-a90a-1ae233f3f69f,lobbying_self_expenses,sum,Amazon,2021,,,1;2;3;4,,,KEEP
EX-Amazon-2022,19690000.00,https://lda.gov/filings/public/filing/0445d82f-0734-481e-a3ac-14e6077eb171/print/,2026-09-14,"{""L-0445d82f-0734-481e-a3ac-14e6077eb171"": ""{\""filing_uuid\"":\""0445d82f-0734-481e-a3ac-14e6077eb171\"",\""filing_type\"":\""Q3\"",\""filing_year\"":2022,\""filing_period\"":\""third_quarter\"",\""income\"":null,\""expenses\"":\""4950000.00\""}"", ""L-14dc5304-6a3b-470c-a46a-da8366ca2046"": ""{\""filing_uuid\"":\""14dc5304-6a3b-470c-a46a-da8366ca2046\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2022,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""4970000.00\""}"", ""L-1e2c937c-44df-4173-b8f1-1761e568b69f"": ""{\""filing_uuid\"":\""1e2c937c-44df-4173-b8f1-1761e568b69f\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2022,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""4980000.00\""}"", ""L-2046deaf-bd5d-42dd-b10f-fbedbe06e99a"": ""{\""filing_uuid\"":\""2046deaf-bd5d-42dd-b10f-fbedbe06e99a\"",\""filing_type\"":\""Q4\"",\""filing_year\"":2022,\""filing_period\"":\""fourth_quarter\"",\""income\"":null,\""expenses\"":\""4790000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-0445d82f-0734-481e-a3ac-14e6077eb171;L-14dc5304-6a3b-470c-a46a-da8366ca2046;L-1e2c937c-44df-4173-b8f1-1761e568b69f;L-2046deaf-bd5d-42dd-b10f-fbedbe06e99a,lobbying_self_expenses,sum,Amazon,2022,,,1;2;3;4,,,KEEP
EX-Amazon-2023,17850000.00,https://lda.gov/filings/public/filing/1d78309c-fde3-48c9-a6fc-4547b05c3e8a/print/,2026-09-14,"{""L-1d78309c-fde3-48c9-a6fc-4547b05c3e8a"": ""{\""filing_uuid\"":\""1d78309c-fde3-48c9-a6fc-4547b05c3e8a\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2023,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""4420000.00\""}"", ""L-5a32d454-f683-43ea-b4f0-2bcc595a544c"": ""{\""filing_uuid\"":\""5a32d454-f683-43ea-b4f0-2bcc595a544c\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2023,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""4630000.00\""}"", ""L-ae1f4862-e0b7-4624-9609-ff6d15cd3f32"": ""{\""filing_uuid\"":\""ae1f4862-e0b7-4624-9609-ff6d15cd3f32\"",\""filing_type\"":\""Q3\"",\""filing_year\"":2023,\""filing_period\"":\""third_quarter\"",\""income\"":null,\""expenses\"":\""4340000.00\""}"", ""L-cfba1d3c-fb67-43a9-895a-7f3dc5a83491"": ""{\""filing_uuid\"":\""cfba1d3c-fb67-43a9-895a-7f3dc5a83491\"",\""filing_type\"":\""Q4\"",\""filing_year\"":2023,\""filing_period\"":\""fourth_quarter\"",\""income\"":null,\""expenses\"":\""4460000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-1d78309c-fde3-48c9-a6fc-4547b05c3e8a;L-5a32d454-f683-43ea-b4f0-2bcc595a544c;L-ae1f4862-e0b7-4624-9609-ff6d15cd3f32;L-cfba1d3c-fb67-43a9-895a-7f3dc5a83491,lobbying_self_expenses,sum,Amazon,2023,,,1;2;3;4,,,KEEP
EX-Amazon-2024,17870000.00,https://lda.gov/filings/public/filing/2d06ab44-9b9e-4a24-888b-4bc6b431bfba/print/,2026-09-14,"{""L-2d06ab44-9b9e-4a24-888b-4bc6b431bfba"": ""{\""filing_uuid\"":\""2d06ab44-9b9e-4a24-888b-4bc6b431bfba\"",\""filing_type\"":\""Q4\"",\""filing_year\"":2024,\""filing_period\"":\""fourth_quarter\"",\""income\"":null,\""expenses\"":\""4670000.00\""}"", ""L-4329ebb5-a250-407e-8cce-60a9c5ab9fe4"": ""{\""filing_uuid\"":\""4329ebb5-a250-407e-8cce-60a9c5ab9fe4\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2024,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""4350000.00\""}"", ""L-7aa7ca99-9c14-4fc7-ad20-45caa738ca87"": ""{\""filing_uuid\"":\""7aa7ca99-9c14-4fc7-ad20-45caa738ca87\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2024,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""4470000.00\""}"", ""L-f3f53731-47d1-42fa-b09d-e2339702497d"": ""{\""filing_uuid\"":\""f3f53731-47d1-42fa-b09d-e2339702497d\"",\""filing_type\"":\""Q3\"",\""filing_year\"":2024,\""filing_period\"":\""third_quarter\"",\""income\"":null,\""expenses\"":\""4380000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-2d06ab44-9b9e-4a24-888b-4bc6b431bfba;L-4329ebb5-a250-407e-8cce-60a9c5ab9fe4;L-7aa7ca99-9c14-4fc7-ad20-45caa738ca87;L-f3f53731-47d1-42fa-b09d-e2339702497d,lobbying_self_expenses,sum,Amazon,2024,,,1;2;3;4,,,KEEP
EX-Amazon-2025,17780000.00,https://lda.gov/filings/public/filing/398f753d-72fb-4dee-8c2b-eadc2f48ea7c/print/,2026-09-14,"{""L-398f753d-72fb-4dee-8c2b-eadc2f48ea7c"": ""{\""filing_uuid\"":\""398f753d-72fb-4dee-8c2b-eadc2f48ea7c\"",\""filing_type\"":\""1A\"",\""filing_year\"":2025,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""4380000.00\""}"", ""L-78a08b9a-d7a0-4cfc-9638-0a9338bf0c4f"": ""{\""filing_uuid\"":\""78a08b9a-d7a0-4cfc-9638-0a9338bf0c4f\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2025,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""4460000.00\""}"", ""L-ea7b9ed1-5e08-4c31-a04b-fe04480d73d2"": ""{\""filing_uuid\"":\""ea7b9ed1-5e08-4c31-a04b-fe04480d73d2\"",\""filing_type\"":\""Q4\"",\""filing_year\"":2025,\""filing_period\"":\""fourth_quarter\"",\""income\"":null,\""expenses\"":\""4590000.00\""}"", ""L-f6449d57-3dc3-459c-93f0-e93210053421"": ""{\""filing_uuid\"":\""f6449d57-3dc3-459c-93f0-e93210053421\"",\""filing_type\"":\""Q3\"",\""filing_year\"":2025,\""filing_period\"":\""third_quarter\"",\""income\"":null,\""expenses\"":\""4350000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-398f753d-72fb-4dee-8c2b-eadc2f48ea7c;L-78a08b9a-d7a0-4cfc-9638-0a9338bf0c4f;L-ea7b9ed1-5e08-4c31-a04b-fe04480d73d2;L-f6449d57-3dc3-459c-93f0-e93210053421,lobbying_self_expenses,sum,Amazon,2025,,,1;2;3;4,,,KEEP
EX-Amazon-2026,8740000.00,https://lda.gov/filings/public/filing/10119e1b-77e7-4537-ab88-f4ecb8439048/print/,2026-09-14,"{""L-10119e1b-77e7-4537-ab88-f4ecb8439048"": ""{\""filing_uuid\"":\""10119e1b-77e7-4537-ab88-f4ecb8439048\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2026,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""4360000.00\""}"", ""L-eb88d053-1e97-4089-8e38-d2234c9bb80e"": ""{\""filing_uuid\"":\""eb88d053-1e97-4089-8e38-d2234c9bb80e\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2026,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""4380000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-10119e1b-77e7-4537-ab88-f4ecb8439048;L-eb88d053-1e97-4089-8e38-d2234c9bb80e,lobbying_self_expenses,sum,Amazon,2026,,,1;2,,,KEEP
EX-Anthropic-2019,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2019&page_size=100,2026-09-14,"{""LQ-anthropic-2019"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,LQ-anthropic-2019,lobbying_self_expenses,unavailable,Anthropic,2019,,,,,,OPEN
EX-Anthropic-2020,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2020&page_size=100,2026-09-14,"{""LQ-anthropic-2020"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,LQ-anthropic-2020,lobbying_self_expenses,unavailable,Anthropic,2020,,,,,,OPEN
EX-Anthropic-2021,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2021&page_size=100,2026-09-14,"{""LQ-anthropic-2021"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,LQ-anthropic-2021,lobbying_self_expenses,unavailable,Anthropic,2021,,,,,,OPEN
EX-Anthropic-2022,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2022&page_size=100,2026-09-14,"{""LQ-anthropic-2022"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,LQ-anthropic-2022,lobbying_self_expenses,unavailable,Anthropic,2022,,,,,,OPEN
EX-Anthropic-2023,,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2023&page_size=100,2026-09-14,"{""LQ-anthropic-2023"": ""\""count\"": 10""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,LQ-anthropic-2023,lobbying_self_expenses,unavailable,Anthropic,2023,,,,,,OPEN
EX-Anthropic-2024,720000.00,https://lda.gov/filings/public/filing/1c17fdd1-10f1-465f-8368-06fa84557e1d/print/,2026-09-14,"{""L-1c17fdd1-10f1-465f-8368-06fa84557e1d"": ""{\""filing_uuid\"":\""1c17fdd1-10f1-465f-8368-06fa84557e1d\"",\""filing_type\"":\""Q4\"",\""filing_year\"":2024,\""filing_period\"":\""fourth_quarter\"",\""income\"":null,\""expenses\"":\""250000.00\""}"", ""L-79e6b861-17cd-48ab-9df8-f7bc4d45589f"": ""{\""filing_uuid\"":\""79e6b861-17cd-48ab-9df8-f7bc4d45589f\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2024,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""100000.00\""}"", ""L-7f6e8694-cfc1-4ea2-b798-e54b7575afdb"": ""{\""filing_uuid\"":\""7f6e8694-cfc1-4ea2-b798-e54b7575afdb\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2024,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""150000.00\""}"", ""L-7faf57ef-0e44-46c9-811e-072803e04924"": ""{\""filing_uuid\"":\""7faf57ef-0e44-46c9-811e-072803e04924\"",\""filing_type\"":\""Q3\"",\""filing_year\"":2024,\""filing_period\"":\""third_quarter\"",\""income\"":null,\""expenses\"":\""220000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-1c17fdd1-10f1-465f-8368-06fa84557e1d;L-79e6b861-17cd-48ab-9df8-f7bc4d45589f;L-7f6e8694-cfc1-4ea2-b798-e54b7575afdb;L-7faf57ef-0e44-46c9-811e-072803e04924,lobbying_self_expenses,sum,Anthropic,2024,,,1;2;3;4,,,KEEP
EX-Anthropic-2025,3130000.00,https://lda.gov/filings/public/filing/1fc93141-c0f8-4174-98dd-850afbed1b12/print/,2026-09-14,"{""L-1fc93141-c0f8-4174-98dd-850afbed1b12"": ""{\""filing_uuid\"":\""1fc93141-c0f8-4174-98dd-850afbed1b12\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2025,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""360000.00\""}"", ""L-ba2fc44f-6b7a-42c0-abc8-a833ef824d69"": ""{\""filing_uuid\"":\""ba2fc44f-6b7a-42c0-abc8-a833ef824d69\"",\""filing_type\"":\""Q3\"",\""filing_year\"":2025,\""filing_period\"":\""third_quarter\"",\""income\"":null,\""expenses\"":\""1010000.00\""}"", ""L-df03939f-9d1d-4d6f-8798-54d9204993d7"": ""{\""filing_uuid\"":\""df03939f-9d1d-4d6f-8798-54d9204993d7\"",\""filing_type\"":\""2A\"",\""filing_year\"":2025,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""920000.00\""}"", ""L-f1f12efe-e53f-4396-886b-2fb674e4e22e"": ""{\""filing_uuid\"":\""f1f12efe-e53f-4396-886b-2fb674e4e22e\"",\""filing_type\"":\""Q4\"",\""filing_year\"":2025,\""filing_period\"":\""fourth_quarter\"",\""income\"":null,\""expenses\"":\""840000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-1fc93141-c0f8-4174-98dd-850afbed1b12;L-ba2fc44f-6b7a-42c0-abc8-a833ef824d69;L-df03939f-9d1d-4d6f-8798-54d9204993d7;L-f1f12efe-e53f-4396-886b-2fb674e4e22e,lobbying_self_expenses,sum,Anthropic,2025,,,1;2;3;4,,,KEEP
EX-Anthropic-2026,3530000.00,https://lda.gov/filings/public/filing/812e5787-90df-48ef-a801-500468d63047/print/,2026-09-14,"{""L-812e5787-90df-48ef-a801-500468d63047"": ""{\""filing_uuid\"":\""812e5787-90df-48ef-a801-500468d63047\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2026,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""1970000.00\""}"", ""L-90cc74f3-1bd5-40c1-bba0-8d6e00fbb200"": ""{\""filing_uuid\"":\""90cc74f3-1bd5-40c1-bba0-8d6e00fbb200\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2026,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""1560000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-812e5787-90df-48ef-a801-500468d63047;L-90cc74f3-1bd5-40c1-bba0-8d6e00fbb200,lobbying_self_expenses,sum,Anthropic,2026,,,1;2,,,KEEP
EX-Google-2019,11810000.00,https://lda.gov/filings/public/filing/13f92882-f4e7-45b5-9f9f-40ef9d87a993/print/,2026-09-14,"{""L-13f92882-f4e7-45b5-9f9f-40ef9d87a993"": ""{\""filing_uuid\"":\""13f92882-f4e7-45b5-9f9f-40ef9d87a993\"",\""filing_type\"":\""Q1\"",\""filing_year\"":2019,\""filing_period\"":\""first_quarter\"",\""income\"":null,\""expenses\"":\""3360000.00\""}"", ""L-42881a03-713b-4652-aafb-b556c9b55300"": ""{\""filing_uuid\"":\""42881a03-713b-4652-aafb-b556c9b55300\"",\""filing_type\"":\""Q3\"",\""filing_year\"":2019,\""filing_period\"":\""third_quarter\"",\""income\"":null,\""expenses\"":\""2770000.00\""}"", ""L-65fbb30e-d962-4675-b879-4ce1e3329d85"": ""{\""filing_uuid\"":\""65fbb30e-d962-4675-b879-4ce1e3329d85\"",\""filing_type\"":\""Q2\"",\""filing_year\"":2019,\""filing_period\"":\""second_quarter\"",\""income\"":null,\""expenses\"":\""2940000.00\""}"", ""L-bff68596-4897-4059-8c4a-0d6f2c2f32c3"": ""{\""filing_uuid\"":\""bff68596-4897-4059-8c4a-0d6f2c2f32c3\"",\""filing_type\"":\""Q4\"",\""filing_year\"":2019,\""filing_period\"":\""fourth_quarter\"",\""income\"":null,\""expenses\"":\""2740000.00\""}""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",USD,,,L-13f92882-f4e7-45b5-9f9f-40ef9d87a993;L-42881a03-713b-4652-aafb-b556c9b55300;L-65fbb30e-d962-4675-b879-4ce1e3329d85;L-bff68596-4897-4059-8c4a-0d6f2c2f32c3,lobbying_self_expenses,sum,Google,2019,,,1;2;3;4,,,KEEP
