row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,author_amount,author_name,author_row_id,author_tier,currency,funder,money_type,object_id,period_end,period_start,purpose,recipient_ein,recipient_name,schedule_row,source_fields,source_file,verdict
RM-VG023,177000,https://projects.propublica.org/nonprofits/full_text/202441359349309439/IRS990ScheduleI,2026-09-14,"177,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",177000,Rethink Priorities,VG023,A-EA infrastructure,USD,Vanguard,filed_cash_grant,202441359349309439,2023-06-30,2022-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,843896318,RETHINK PRIORITIES,15065,"{""CashGrantAmt[1]"": ""177,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""RETHINK PRIORITIES"", ""RecipientEIN[1]"": ""84-3896318"", ""USAddress[1]/AddressLine1Txt[1]"": ""530 DIVISADERO ST PMB 796"", ""USAddress[1]/CityNm[1]"": ""SAN FRANCISCO"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""94117"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202441359349309439.html,KEEP
RM-VG024,1130329,https://projects.propublica.org/nonprofits/full_text/202441359349309439/IRS990ScheduleI,2026-09-14,"1,130,329","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",1130329,Against Malaria Foundation,VG024,B-EA global health,USD,Vanguard,filed_cash_grant,202441359349309439,2023-06-30,2022-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,203069841,THE AGAINST MALARIA FOUNDATION,18155,"{""CashGrantAmt[1]"": ""1,130,329"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""THE AGAINST MALARIA FOUNDATION"", ""RecipientEIN[1]"": ""20-3069841"", ""USAddress[1]/AddressLine1Txt[1]"": ""301 W 20TH ST STE 300"", ""USAddress[1]/CityNm[1]"": ""KANSAS CITY"", ""USAddress[1]/StateAbbreviationCd[1]"": ""MO"", ""USAddress[1]/ZIPCd[1]"": ""64108"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202441359349309439.html,KEEP
RM-VG025,58944786,https://projects.propublica.org/nonprofits/full_text/202441359349309439/IRS990ScheduleI,2026-09-14,"58,944,786","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",58944786,GiveWell (The Clear Fund),VG025,B-EA global health,USD,Vanguard,filed_cash_grant,202441359349309439,2023-06-30,2022-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,208625442,THE CLEAR FUND,18314,"{""CashGrantAmt[1]"": ""58,944,786"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""THE CLEAR FUND"", ""RecipientEIN[1]"": ""20-8625442"", ""USAddress[1]/AddressLine1Txt[1]"": ""1714 FRANKLIN ST 100335"", ""USAddress[1]/CityNm[1]"": ""OAKLAND"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""94612"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202441359349309439.html,KEEP
RM-VG026,1087386,https://projects.propublica.org/nonprofits/full_text/202441359349309439/IRS990ScheduleI,2026-09-14,"1,087,386","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",1087386,The Humane League,VG026,C-EA animal,USD,Vanguard,filed_cash_grant,202441359349309439,2023-06-30,2022-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,043817491,THE HUMANE LEAGUE,18514,"{""CashGrantAmt[1]"": ""1,087,386"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""THE HUMANE LEAGUE"", ""RecipientEIN[1]"": ""04-3817491"", ""USAddress[1]/AddressLine1Txt[1]"": ""PO BOX 10476"", ""USAddress[1]/CityNm[1]"": ""ROCKVILLE"", ""USAddress[1]/StateAbbreviationCd[1]"": ""MD"", ""USAddress[1]/ZIPCd[1]"": ""20849"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202441359349309439.html,KEEP
RM-VG027,69250,https://projects.propublica.org/nonprofits/full_text/202441359349309439/IRS990ScheduleI,2026-09-14,"69,250","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",69250,Wild Animal Initiative,VG027,C-EA animal,USD,Vanguard,filed_cash_grant,202441359349309439,2023-06-30,2022-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,822281466,WILD ANIMAL INITIATIVE INC,20659,"{""CashGrantAmt[1]"": ""69,250"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""WILD ANIMAL INITIATIVE INC"", ""RecipientEIN[1]"": ""82-2281466"", ""USAddress[1]/AddressLine1Txt[1]"": ""5123 WEST 98TH STREET 1204"", ""USAddress[1]/CityNm[1]"": ""MINNEAPOLIS"", ""USAddress[1]/StateAbbreviationCd[1]"": ""MN"", ""USAddress[1]/ZIPCd[1]"": ""55437"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202441359349309439.html,KEEP
RM-VG028,125000,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"125,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",125000,1Day Sooner,VG028,A-EA infrastructure,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,851103820,1DAY SOONER INC,10,"{""CashGrantAmt[1]"": ""125,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""1DAY SOONER INC"", ""RecipientEIN[1]"": ""85-1103820"", ""USAddress[1]/AddressLine1Txt[1]"": ""2093 PHILADELPHIA PIKE 6363"", ""USAddress[1]/CityNm[1]"": ""CLAYMONT"", ""USAddress[1]/StateAbbreviationCd[1]"": ""DE"", ""USAddress[1]/ZIPCd[1]"": ""19703"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG029,588578,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"588,578","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",588578,Against Malaria Foundation,VG029,B-EA global health,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,203069841,AGAINST MALARIA FOUNDATION (US),319,"{""CashGrantAmt[1]"": ""588,578"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""AGAINST MALARIA FOUNDATION (US)"", ""RecipientEIN[1]"": ""20-3069841"", ""USAddress[1]/AddressLine1Txt[1]"": ""310 W 20TH ST STE 300"", ""USAddress[1]/CityNm[1]"": ""KANSAS CITY"", ""USAddress[1]/StateAbbreviationCd[1]"": ""MO"", ""USAddress[1]/ZIPCd[1]"": ""64108"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG030,1000000,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"1,000,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",1000000,Alignment Research Center,VG030,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,863605182,ALIGNMENT RESEARCH CENTER,458,"{""CashGrantAmt[1]"": ""1,000,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""ALIGNMENT RESEARCH CENTER"", ""RecipientEIN[1]"": ""86-3605182"", ""USAddress[1]/AddressLine1Txt[1]"": ""440 N BARRANCA AVE 9807"", ""USAddress[1]/CityNm[1]"": ""COVINA"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""91723"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG031,121000,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"121,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",121000,Animal Charity Evaluators,VG031,C-EA animal,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,364684978,ANIMAL CHARITY EVALUATORS,1028,"{""CashGrantAmt[1]"": ""121,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""ANIMAL CHARITY EVALUATORS"", ""RecipientEIN[1]"": ""36-4684978"", ""USAddress[1]/AddressLine1Txt[1]"": ""440 N BARRANCA AVE 3480"", ""USAddress[1]/CityNm[1]"": ""COVINA"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""91723"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG032,762650,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"762,650","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",762650,Berkeley Existential Risk Initiative,VG032,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,814820272,BERKELEY EXISTENTIAL RISK INITIATIVE,1900,"{""CashGrantAmt[1]"": ""762,650"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""BERKELEY EXISTENTIAL RISK INITIATIVE"", ""RecipientEIN[1]"": ""81-4820272"", ""USAddress[1]/AddressLine1Txt[1]"": ""440 N BARRANCA AVE 2374"", ""USAddress[1]/CityNm[1]"": ""COVINA"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""91723"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG033,182500,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"182,500","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",182500,CNAS,VG033,A-borderline,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,208084828,CENTER FOR A NEW AMERICAN SECURITY INC,3424,"{""CashGrantAmt[1]"": ""182,500"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""CENTER FOR A NEW AMERICAN SECURITY INC"", ""RecipientEIN[1]"": ""20-8084828"", ""USAddress[1]/AddressLine1Txt[1]"": ""1152 15TH ST NW STE 950"", ""USAddress[1]/CityNm[1]"": ""WASHINGTON"", ""USAddress[1]/StateAbbreviationCd[1]"": ""DC"", ""USAddress[1]/ZIPCd[1]"": ""20005"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG034,216000,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"216,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",216000,Center for AI Safety,VG034,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,881751310,CENTER FOR AI SAFETY INC,3426,"{""CashGrantAmt[1]"": ""216,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""CENTER FOR AI SAFETY INC"", ""RecipientEIN[1]"": ""88-1751310"", ""USAddress[1]/AddressLine1Txt[1]"": ""505 MONTGOMERY ST FL 10"", ""USAddress[1]/CityNm[1]"": ""SAN FRANCISCO"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""94111"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG035,240250,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"240,250","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",240250,Center for Applied Rationality,VG035,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,453100226,CENTER FOR APPLIED RATIONALITY,3430,"{""CashGrantAmt[1]"": ""240,250"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""CENTER FOR APPLIED RATIONALITY"", ""RecipientEIN[1]"": ""45-3100226"", ""USAddress[1]/AddressLine1Txt[1]"": ""2740 TELEGRAPH AVE"", ""USAddress[1]/CityNm[1]"": ""BERKELEY"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""94705"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG036,18500,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"18,500","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",18500,Compassion in World Farming,VG036,C-EA animal,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,461822635,COMPASSION IN WORLD FARMING INC,5082,"{""CashGrantAmt[1]"": ""18,500"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""COMPASSION IN WORLD FARMING INC"", ""RecipientEIN[1]"": ""46-1822635"", ""USAddress[1]/AddressLine1Txt[1]"": ""211 E 43RD ST FL 7"", ""USAddress[1]/CityNm[1]"": ""NEW YORK CITY"", ""USAddress[1]/StateAbbreviationCd[1]"": ""NY"", ""USAddress[1]/ZIPCd[1]"": ""10017"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG037,100000,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"100,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",100000,Convergent Research (FROs),VG037,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,883013217,CONVERGENT RESEARCH INC,5366,"{""CashGrantAmt[1]"": ""100,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""CONVERGENT RESEARCH INC"", ""RecipientEIN[1]"": ""88-3013217"", ""USAddress[1]/AddressLine1Txt[1]"": ""160 ALEWIFE BROOK PKWY 1212"", ""USAddress[1]/CityNm[1]"": ""CAMBRIDGE"", ""USAddress[1]/StateAbbreviationCd[1]"": ""MA"", ""USAddress[1]/ZIPCd[1]"": ""02138"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG038,270103,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"270,103","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",270103,Effective Ventures Foundation USA,VG038,A-EA infrastructure,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,471988398,EFFECTIVE VENTURES FOUNDATION USA INC,6477,"{""CashGrantAmt[1]"": ""270,103"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""EFFECTIVE VENTURES FOUNDATION USA INC"", ""RecipientEIN[1]"": ""47-1988398"", ""USAddress[1]/AddressLine1Txt[1]"": ""2443 FILLMORE ST"", ""USAddress[1]/CityNm[1]"": ""SAN FRANCISCO"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""94115"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG039,3137888,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"3,137,888","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",3137888,Evidence Action,VG039,B-EA global health,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,900874591,EVIDENCE ACTION,6865,"{""CashGrantAmt[1]"": ""3,137,888"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""EVIDENCE ACTION"", ""RecipientEIN[1]"": ""90-0874591"", ""USAddress[1]/AddressLine1Txt[1]"": ""1875 K ST NW FL 4"", ""USAddress[1]/CityNm[1]"": ""WASHINGTON"", ""USAddress[1]/StateAbbreviationCd[1]"": ""DC"", ""USAddress[1]/ZIPCd[1]"": ""20006"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG040,222985,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"222,985","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",222985,FAR AI,VG040,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,920692207,FAR AI INC,7035,"{""CashGrantAmt[1]"": ""222,985"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""FAR AI INC"", ""RecipientEIN[1]"": ""92-0692207"", ""USAddress[1]/AddressLine1Txt[1]"": ""600 W BROADWAY STE 660"", ""USAddress[1]/CityNm[1]"": ""SAN DIEGO"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""92101"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG041,18850,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"18,850","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",18850,Faunalytics,VG041,C-EA animal,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,010686889,FAUNALYTICS,7072,"{""CashGrantAmt[1]"": ""18,850"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""FAUNALYTICS"", ""RecipientEIN[1]"": ""01-0686889"", ""USAddress[1]/AddressLine1Txt[1]"": ""PO BOX 152703"", ""USAddress[1]/CityNm[1]"": ""SAN DIEGO"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""92195"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG042,53161,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"53,161","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",53161,Founders Pledge Inc,VG042,A-EA infrastructure,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,371795297,FOUNDERS PLEDGE INC,7789,"{""CashGrantAmt[1]"": ""53,161"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""FOUNDERS PLEDGE INC"", ""RecipientEIN[1]"": ""37-1795297"", ""USAddress[1]/AddressLine1Txt[1]"": ""228 PARK AVE S PMB 71081"", ""USAddress[1]/CityNm[1]"": ""NEW YORK CITY"", ""USAddress[1]/StateAbbreviationCd[1]"": ""NY"", ""USAddress[1]/ZIPCd[1]"": ""10003"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG043,7214620,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"7,214,620","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",7214620,GiveDirectly,VG043,B-EA global health,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,271661997,GIVEDIRECTLY INC,8467,"{""CashGrantAmt[1]"": ""7,214,620"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""GIVEDIRECTLY INC"", ""RecipientEIN[1]"": ""27-1661997"", ""USAddress[1]/AddressLine1Txt[1]"": ""33 IRVING PL"", ""USAddress[1]/CityNm[1]"": ""NEW YORK CITY"", ""USAddress[1]/StateAbbreviationCd[1]"": ""NY"", ""USAddress[1]/ZIPCd[1]"": ""10003"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG044,72338861,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"72,338,861","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",72338861,GiveWell (The Clear Fund),VG044,B-EA global health,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,208625442,GIVEWELL,8469,"{""CashGrantAmt[1]"": ""72,338,861"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""GIVEWELL"", ""RecipientEIN[1]"": ""20-8625442"", ""USAddress[1]/AddressLine1Txt[1]"": ""1714 FRANKLIN ST 100335"", ""USAddress[1]/CityNm[1]"": ""OAKLAND"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""94612"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
