row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,amount_field,api_url,client_id,client_name,client_self_select,currency,dt_posted,filing_type,filing_type_display,filing_uuid,issue_codes,issue_descriptions,money_type,org_id,period,quarter,registrant_id,registrant_name,selected,source_file,verdict
L-189c1827-60d4-41f1-965e-c751ac3244a2,50000.00,https://lda.gov/filings/public/filing/189c1827-60d4-41f1-965e-c751ac3244a2/print/,2026-09-14,"{""filing_uuid"":""189c1827-60d4-41f1-965e-c751ac3244a2"",""filing_type"":""Q3"",""filing_year"":2019,""filing_period"":""third_quarter"",""income"":""50000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/189c1827-60d4-41f1-965e-c751ac3244a2/,166431,MICROSOFT CORPORATION,,USD,2019-10-21T13:01:57.283000-04:00,Q3,3rd Quarter - Report,189c1827-60d4-41f1-965e-c751ac3244a2,TAX,"[""R&D tax credit; cost-sharing regulations; and other international tax provisions""]",lobbying_external_fees,Microsoft,2019,3,72975,"FEDERAL POLICY GROUP, LLC",yes,sources/lda-microsoft-2019-p4.json,KEEP
L-18b2326c-bfbb-4ca5-9ff4-bc72780d0e56,80000.00,https://lda.gov/filings/public/filing/18b2326c-bfbb-4ca5-9ff4-bc72780d0e56/print/,2026-09-14,"{""filing_uuid"":""18b2326c-bfbb-4ca5-9ff4-bc72780d0e56"",""filing_type"":""Q1"",""filing_year"":2026,""filing_period"":""first_quarter"",""income"":""80000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/18b2326c-bfbb-4ca5-9ff4-bc72780d0e56/,163092,AMAZON.COM,False,USD,2026-04-20T15:26:22-04:00,Q1,1st Quarter - Report,18b2326c-bfbb-4ca5-9ff4-bc72780d0e56,TAX;TRD,"[""Legislative and regulatory issues related to corporate tax, energy, and international tax."", ""Digital trade and general trade policies.""]",lobbying_external_fees,Amazon,2026,1,65976,"CAPITOL TAX PARTNERS, LLP",yes,sources/lda-amazon-2026-p1.json,KEEP
L-18d312c2-781b-4993-b59d-52eeca39c964,30000.00,https://lda.gov/filings/public/filing/18d312c2-781b-4993-b59d-52eeca39c964/print/,2026-09-14,"{""filing_uuid"":""18d312c2-781b-4993-b59d-52eeca39c964"",""filing_type"":""Q3"",""filing_year"":2022,""filing_period"":""third_quarter"",""income"":""30000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/18d312c2-781b-4993-b59d-52eeca39c964/,209818,"META PLATFORMS INC (FKA FACEBOOK, INC.)",,USD,2022-10-20T15:07:39-04:00,Q3,3rd Quarter - Report,18d312c2-781b-4993-b59d-52eeca39c964,CPI;CSP;LAW,"[""Issues and discussion related to online advertising, content and platform transparency efforts. Issues related to competition legislation"", ""Issues related to encryption and privacy policy. Issues related to repeal of Section 230."", ""S.2993 American Innovation and Choice Online Act""]",lobbying_external_fees,Meta,2022,3,401105906,"535 GROUP, LLC",yes,sources/lda-facebook-2022-p2.json,KEEP
L-18d55101-4ff4-4b9c-8baf-e8f65aa5eab7,50000.00,https://lda.gov/filings/public/filing/18d55101-4ff4-4b9c-8baf-e8f65aa5eab7/print/,2026-09-14,"{""filing_uuid"":""18d55101-4ff4-4b9c-8baf-e8f65aa5eab7"",""filing_type"":""Q4"",""filing_year"":2025,""filing_period"":""fourth_quarter"",""income"":""50000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/18d55101-4ff4-4b9c-8baf-e8f65aa5eab7/,57998,AMAZON.COM,False,USD,2026-01-20T16:29:27-05:00,Q4,4th Quarter - Report,18d55101-4ff4-4b9c-8baf-e8f65aa5eab7,CSP;TRA;TRD,"[""Issues related to consumer protection and data privacy; consumer issues."", ""Issues related to drones."", ""Issues related to US trade policy""]",lobbying_external_fees,Amazon,2025,4,401107217,ORIGIN ADVOCACY LLC,yes,sources/lda-amazon-2025-p4.json,KEEP
L-19060ac7-33c2-4bd1-96d2-1436b186beee,60000.00,https://lda.gov/filings/public/filing/19060ac7-33c2-4bd1-96d2-1436b186beee/print/,2026-09-14,"{""filing_uuid"":""19060ac7-33c2-4bd1-96d2-1436b186beee"",""filing_type"":""Q3"",""filing_year"":2023,""filing_period"":""third_quarter"",""income"":""60000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/19060ac7-33c2-4bd1-96d2-1436b186beee/,195365,META PLATFORMS INC (FORMERLY FACEBOOK INC & VARIOUS SUBSIDIARIES),False,USD,2023-10-20T10:10:48-04:00,Q3,3rd Quarter - Report,19060ac7-33c2-4bd1-96d2-1436b186beee,CPI;INT;LAW;TEC,"[""Privacy; Online advertising and platform transparency; Disinformation."", ""Privacy; Online advertising and platform transparency; Disinformation."", ""Privacy; Online advertising and platform transparency; Disinformation."", ""Privacy; Online advertising and platform transparency; Disinformation.""]",lobbying_external_fees,Meta,2023,3,400797392,"STEWART STRATEGIES AND SOLUTIONS, LLC",yes,sources/lda-facebook-2023-p1.json,KEEP
L-190a4b36-e561-49ec-aa32-578978b7c306,50000.00,https://lda.gov/filings/public/filing/190a4b36-e561-49ec-aa32-578978b7c306/print/,2026-09-14,"{""filing_uuid"":""190a4b36-e561-49ec-aa32-578978b7c306"",""filing_type"":""Q4"",""filing_year"":2021,""filing_period"":""fourth_quarter"",""income"":""50000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/190a4b36-e561-49ec-aa32-578978b7c306/,181251,MICROSOFT CORPORATION,,USD,2021-12-27T12:12:15.857000-05:00,Q4,4th Quarter - Report,190a4b36-e561-49ec-aa32-578978b7c306,HOM;IMM;INT;TAX;TEC,"[""Tax reform"", ""ECPA, CS for Al, STEM, TV White Spaces, Ariband, Rural Broadband"", ""High Skilled immigration, Immigration reform, DACA"", ""Cyber Security, Bulk Data collection, Surveillance, ECPA, Lawful Access"", ""Warrants, Surveillance EPCA, Cyber Security""]",lobbying_external_fees,Microsoft,2021,4,304554,"D&P CREATIVE STRATEGIES, LLC",yes,sources/lda-microsoft-2021-p4.json,KEEP
L-1912f716-acb6-4963-a3ff-d84a61d8d6d2,50000.00,https://lda.gov/filings/public/filing/1912f716-acb6-4963-a3ff-d84a61d8d6d2/print/,2026-09-14,"{""filing_uuid"":""1912f716-acb6-4963-a3ff-d84a61d8d6d2"",""filing_type"":""Q4"",""filing_year"":2021,""filing_period"":""fourth_quarter"",""income"":""50000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/1912f716-acb6-4963-a3ff-d84a61d8d6d2/,207581,MICROSOFT CORPORATION,,USD,2022-01-19T16:19:47.303000-05:00,Q4,4th Quarter - Report,1912f716-acb6-4963-a3ff-d84a61d8d6d2,AGR;ENG,"[""Clean energy policies, including proposals to create a Clean Electricity Standard, advance carbon removal technologies (e.g., direct air capture), sustainability programs, and associated authorization levels for funding.\nTransmission-related provisions associated with the Senate's energy infrastructure efforts.\nEnergy Infrastructure Act (an original bill considered in the Senate Energy & Natural Resources Committee)"", ""Agriculture-based carbon management and removal policies, including the Growing Climate Solutions Act""]",lobbying_external_fees,Microsoft,2021,4,401104641,LOT SIXTEEN LLC,superseded_or_registration_or_incomplete_quarter,sources/lda-microsoft-2021-p4.json,KEEP
L-1913e71c-4927-4c04-8641-d11ce3f45257,20000.00,https://lda.gov/filings/public/filing/1913e71c-4927-4c04-8641-d11ce3f45257/print/,2026-09-14,"{""filing_uuid"":""1913e71c-4927-4c04-8641-d11ce3f45257"",""filing_type"":""Q4"",""filing_year"":2021,""filing_period"":""fourth_quarter"",""income"":""20000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/1913e71c-4927-4c04-8641-d11ce3f45257/,213022,MICROSOFT CORPORATION,,USD,2022-01-19T18:01:43.297000-05:00,Q4,4th Quarter - Report,1913e71c-4927-4c04-8641-d11ce3f45257,BUD;CPI;DEF,"[""House (HR 4350), Senate (S 2792), and final (S 1605, PL 117-81) Fiscal Year 2022 National Defense Authorization Act -- issues related to funding and policy regarding the Integrated Visual Augmentation System (IVAS) and quantum technologies."", ""House (HR 4432) and Senate (S 3023) Fiscal Year 2022 Department of Defense Appropriations Bill -- issues related to funding and policy regarding the Integrated Visual Augmentation System (IVAS) and quantum technologies."", ""Issues related to quantum technologies.""]",lobbying_external_fees,Microsoft,2021,4,400586788,"FIFESTRATEGIES, LLC",yes,sources/lda-microsoft-2021-p4.json,KEEP
L-19308055-b0d8-49b8-80d7-5570ad2a4a66,50000.00,https://lda.gov/filings/public/filing/19308055-b0d8-49b8-80d7-5570ad2a4a66/print/,2026-09-14,"{""filing_uuid"":""19308055-b0d8-49b8-80d7-5570ad2a4a66"",""filing_type"":""3T"",""filing_year"":2024,""filing_period"":""third_quarter"",""income"":""50000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/19308055-b0d8-49b8-80d7-5570ad2a4a66/,201024,AMAZON WEB SERVICES,,USD,2024-10-15T15:40:08-04:00,3T,3rd Quarter - Termination,19308055-b0d8-49b8-80d7-5570ad2a4a66,CPI,"[""Department of Defense Appropriations Act, 2025 (HR 8774, S 4921) Financial Services and General Government Appropriations Act, 2025 (HR 8773, S 4928) Department of Homeland Security Appropriations Act, 2025 (HR 8752) Department of the Interior, Environment, and Related Agencies Appropriations Act, 2025 (HR 8998, S 4802) Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2025 (HR 9029, S 4942) Department of State, Foreign Operations, and Related Programs Appropriations Act, 2025 (HR 8771, S 4797) Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2025 (HR 9028, S 4796) Federal IT technology modernization cloud computing usage secure digital infrastructure high performance computing device interoperability data sovereignty in health decentralized trials digital health oversight Trusted Internet Connections (TIC) Initiative subsea cable policy Federal Risk and Authorization Management Program (FedRAMP) health artificial intelligence cloud center of excellence software defined vehicles.""]",lobbying_external_fees,Amazon,2024,3,401104228,TEAM HALLAHAN LLC,yes,sources/lda-amazon-2024-p3.json,KEEP
L-1930b435-47b2-4c6c-81d8-c5a76f73b06d,60000.00,https://lda.gov/filings/public/filing/1930b435-47b2-4c6c-81d8-c5a76f73b06d/print/,2026-09-14,"{""filing_uuid"":""1930b435-47b2-4c6c-81d8-c5a76f73b06d"",""filing_type"":""Q3"",""filing_year"":2019,""filing_period"":""third_quarter"",""income"":""60000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/1930b435-47b2-4c6c-81d8-c5a76f73b06d/,145688,"META PLATFORMS, INC. (FORMERLY FACEBOOK, INC. AND VARIOUS SUBSIDIARIES)",False,USD,2019-10-21T18:03:14.650000-04:00,Q3,3rd Quarter - Report,1930b435-47b2-4c6c-81d8-c5a76f73b06d,TEC,"[""Issues related to social networking.""]",lobbying_external_fees,Meta,2019,3,36710,STEPTOE LLP,yes,sources/lda-facebook-2019-p2.json,KEEP
L-1931ae85-b9ac-4300-a80a-f8879982563b,80000.00,https://lda.gov/filings/public/filing/1931ae85-b9ac-4300-a80a-f8879982563b/print/,2026-09-14,"{""filing_uuid"":""1931ae85-b9ac-4300-a80a-f8879982563b"",""filing_type"":""Q2"",""filing_year"":2026,""filing_period"":""second_quarter"",""income"":""80000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/1931ae85-b9ac-4300-a80a-f8879982563b/,58803,AMAZON.COM SERVICES LLC,False,USD,2026-07-20T22:11:04-04:00,Q2,2nd Quarter - Report,1931ae85-b9ac-4300-a80a-f8879982563b,BUD;HCR;MMM,"[""Lobbying related to health care policy, technology, Medicare policy, and FDA policy"", ""Lobbying related to health care policy, technology, and Medicare policy"", ""federal budget issues""]",lobbying_external_fees,Amazon,2026,2,304736,"TARPLIN, DOWNS & YOUNG, LLC",yes,sources/lda-amazon-2026-p2.json,KEEP
L-193ab137-373b-487d-847a-25986168fc90,5420000.00,https://lda.gov/filings/public/filing/193ab137-373b-487d-847a-25986168fc90/print/,2026-09-14,"{""filing_uuid"":""193ab137-373b-487d-847a-25986168fc90"",""filing_type"":""Q4"",""filing_year"":2021,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":""5420000.00""}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",expenses,https://lda.gov/api/v1/filings/193ab137-373b-487d-847a-25986168fc90/,191116,"META PLATFORMS, INC. AND VARIOUS SUBSIDIARIES",True,USD,2022-01-20T21:02:14.653000-05:00,Q4,4th Quarter - Report,193ab137-373b-487d-847a-25986168fc90,CIV;CPI;CPT;DIS;ENV;GOV;HOM;IMM;INT;LAW;MIA;SCI;TAX;TEC;TRD,"[""Issues related to climate change"", ""Issues related to Coronavirus response"", ""S. 936, H.R. 5502, Integrity, Notification, and Fairness in Online Retail Marketplaces for Consumers Act (INFORM Consumers Act); \n\nS. 1605, National Defense Authorization Act;\n\nDiscussions regarding general intellectual property issues, including copyright reform"", ""Discussions regarding free trade agreements;\n\nData localization and cross-border trade flows;\n\nTrade promotion authority and digital trade;\n\nCommerce export regulations - emerging technology;\n\nEU/US data flow (Schrems II);\n\nChina;\n\nIntermediary liability; \n\nUS-India trade negotiations;\n\nIndia Personal Data Protection Bill;\n\nH.R. 3524, Ensuring American Global Leadership and Engagement Act"", ""Issues related to hate speech;\n\nUpdate on civil rights issues related to advertising practices;\n\nIssues related to human rights;\n\nIssues related to gender disinformation;\n\nSpecific human rights issues related to Myanmar;\n\nS. Res. 35, A resolution condemning the military coup that took place on February1, 2021, in Burma and the Burmese military's detention of civilian leaders, calling for an immediate and unconditional release of all those detained and for those elected to serve in parliament to resume their duties without impediment, and for other purposes, with amendments;\n\nH.R. 5, Equality Act;\n\nH.R. 4, John R. Lewis Voting Rights Advancement Act of 2021"", ""Issues related to Digital Services Taxes (DSTs);\n\nDiscussions regarding corporate tax issues and international tax policy"", ""Issues related to infrastructure and subsea cable systems"", ""Election integrity issues;\n\nH.R. 1, For the People Act of 2021;\n\nS. 443, DISCLOSE Act of 2021;\n\nHonest Ads Act;\n\nIssues related to voting and voting rights"", ""Discussions regarding comprehensive reform of immigration system, including temporary high-tech worker visas and employment based permanent residency;\n\nConsideration of Deferred Action for Childhood Arrivals (DACA);\n\nH.R. 3648, Equal Access to Green Cards for Legal Employment Act of 2021 (EAGLE Act);\n\nH.R. 3524, Ensuring American Global Leadership and Engagement Act (EAGLE) Act"", ""Issues and discussions related to technology and the Internet including privacy, security, competition, research, trademark counterfeiting and copyright piracy issues; online advertising, content and platform transparency efforts; diversity and improving education in science, technology and engineering; protecting children, bullying prevention and online safety; human and wildlife trafficking issues; data portability and interoperability; data breach; net neutrality and connectivity; platform integrity and cybersecurity; storage and access to electronic communications and encryption; blockchain policy; manipulated media; \n\nAppropriations FY 2022; \n\nSection 230 of the Communications Decency Act;\n\nS. 299, H.R. 3421, SAFE TECH Act;\n\nS. 3029, H.R. 2154, Protecting Americans from Dangerous Algorithms Act;\n\nDigital Millennium Copyright Act (DMCA);\n\nEARN IT Act;\n\nS.797, PACT Act; \n\nS. 427, Promise Act;\n\nH.R. 3067, Online Consumer Protection Act;\n\nH.R. 3451, Social Media DATA Act;\n\nH.R. 2668, Consumer Protection and Recovery Act;\n\nH.R. 1816, Information Transparency and Personal Data Control Act;\n\nS. 1260, United States Innovation and Competition Act;\n\nS. 1843, H.R. 3429, Shop Safe Act;\n\nCOOL Online Act;\n\nH.R. 3184, Civil Rights Modernization Act;\n\nS. 2031, PRO-SPEECH Act;\n\nS. 1477, Data and Algorithm Transparency Agreement (DATA) Act;\n\nH.R. 4801, Kids PRIVACY Act;\n\nFacial Recognition Technology;\n\nS. 2918, KIDS Act;\n\nS.2448, Health Misinformation Act of 2021;\n\nS. 971, Children and Media Research Advancement Act (CAMRA Act);\n\nBuild Back Better Act;\n\nH.R. 6083, Deceptive Experiences to Online Users Reduction Act;\n\nH.R. 5596, Justice Against Malicious Algorithms Act;\n\nS. 3073, SANTA Act;\n\nS. 2024, Filter Bubble Transparency Act;\n\nH.R.3611, Algorithmic Justice and Online Platform Transparency Act"", ""Discussions regarding cyber security, data security, encryption, platform integrity, election integrity, content policy, and terrorism; \n\nIssues related to voter suppression/interference, political ads and misinformation policies;\n\nIssues related to Spanish language misinformation"", ""Issues related to AI"", ""Continued conversations on Artificial Intelligence;\n\nH.R. 3593, Department Of Energy Science for the Future Act;\n\nH.R. 2225, National Science Foundation for the Future Act"", ""Issues related to encryption;\n\nIssues related to Mutual Legal Assistance Treaties;\n\nIssues related to EU/US data flow (Schrems II);\n\nIndia data localization;\n\nIndia Personal Data Protection Bill;\n\nIntermediary liability;\n\nS. 228, H.R. 3843, Merger Filing Fee Modernization Act of 2021;\n\nH.R. 3460, the State Antitrust Enforcement Venue Act of 2021;\n\nH.R. 3849, the Augmenting Compatibility and Competition by Enabling Service Switching Act of 2021 ( ACCESS Act of 2021);\n\nS. 3197, H.R. 3826, Platform Competition and Opportunity Act of 2021;\n\nH.R. 3816, the American Choice and Innovation Online Act;\n\nH.R. 3825, the Ending Platform Monopolies Act;\n\nS. 2039, Tougher Enforcement Against Monopolists Act (TEAM Act);\n\nS. 2992 American Innovation and Choice Online Act;\n\nS. 3410 The Consumer Protection and Due Process Act;\n\nH.R. 6093 FTC Whistleblower Act"", ""Education regarding internet security policy and internet privacy issues, federal privacy legislation, and freedom of expression on the internet, including connectivity, spectrum and access issues, local media issues;\n\nS. 673, Journalism Competition and Preservation Act;\n\nH.R. 1735, Journalism Competition and Preservation Act of 2021""]",lobbying_self_expenses,Meta,2021,4,400458207,"META PLATFORMS, INC. AND VARIOUS SUBSIDIARIES",yes,sources/lda-meta-platforms-2021-p4.json,KEEP
L-198dc3fb-000d-4305-99aa-9d53c7f984b6,30000.00,https://lda.gov/filings/public/filing/198dc3fb-000d-4305-99aa-9d53c7f984b6/print/,2026-09-14,"{""filing_uuid"":""198dc3fb-000d-4305-99aa-9d53c7f984b6"",""filing_type"":""Q1"",""filing_year"":2025,""filing_period"":""first_quarter"",""income"":""30000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/198dc3fb-000d-4305-99aa-9d53c7f984b6/,209818,"META PLATFORMS INC (FKA FACEBOOK, INC.)",,USD,2025-04-14T14:47:17-04:00,Q1,1st Quarter - Report,198dc3fb-000d-4305-99aa-9d53c7f984b6,CPI;CSP,"[""Issues and discussion related to online advertising, content and platform transparency efforts. Issues related to competition legislation"", ""Issues related to encryption and privacy policy. Issues related to repeal of Section 230.""]",lobbying_external_fees,Meta,2025,1,401105906,"535 GROUP, LLC",yes,sources/lda-facebook-2025-p1.json,KEEP
L-1993f97f-9a16-476a-95ab-b95f3d6f4755,30000.00,https://lda.gov/filings/public/filing/1993f97f-9a16-476a-95ab-b95f3d6f4755/print/,2026-09-14,"{""filing_uuid"":""1993f97f-9a16-476a-95ab-b95f3d6f4755"",""filing_type"":""Q4"",""filing_year"":2024,""filing_period"":""fourth_quarter"",""income"":""30000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown. Client expressly names an intermediary; excluded from direct external-fee totals to avoid counting subcontracts twice.",income,https://lda.gov/api/v1/filings/1993f97f-9a16-476a-95ab-b95f3d6f4755/,59919,CORNERSTONE GOVERNMENT AFFAIRS OBO GOOGLE CLIENT SERVICES LLC,False,USD,2025-01-22T00:21:11-05:00,Q4,4th Quarter - Report,1993f97f-9a16-476a-95ab-b95f3d6f4755,CSP;LBR,"[""Issues surrounding antitrust."", ""Issues related to consumer protection and internet privacy; S. 1207, the EARN IT Act; S. 1418, the Children and Teens Online Privacy and Protection Act; and S. 1408 the Kids Online Safety Act.""]",lobbying_subcontractor_fees,Google,2024,4,401017872,"JGB & ASSOCIATES, LLC",yes,sources/lda-google-2024-p4.json,KEEP
L-19cc7e5d-4235-4c59-aa37-cdf3b527415d,,https://lda.gov/filings/public/filing/19cc7e5d-4235-4c59-aa37-cdf3b527415d/print/,2026-09-14,"{""filing_uuid"":""19cc7e5d-4235-4c59-aa37-cdf3b527415d"",""filing_type"":""RR"",""filing_year"":2025,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income/expenses,https://lda.gov/api/v1/filings/19cc7e5d-4235-4c59-aa37-cdf3b527415d/,64974,GOOGLE CLIENT SERVICES LLC,False,USD,2025-03-18T12:16:48-04:00,RR,Registration,19cc7e5d-4235-4c59-aa37-cdf3b527415d,TAX,"[""Issues related to International Tax Reform, foreign-derived intangible income permanency, and R&D amortization.""]",lobbying_unquantified_report,Google,2025,1,682,AKIN GUMP STRAUSS HAUER & FELD,superseded_or_registration_or_incomplete_quarter,sources/lda-google-2025-p1.json,OPEN
L-19df3dbc-9ac0-484c-8774-81c417381af3,10000.00,https://lda.gov/filings/public/filing/19df3dbc-9ac0-484c-8774-81c417381af3/print/,2026-09-14,"{""filing_uuid"":""19df3dbc-9ac0-484c-8774-81c417381af3"",""filing_type"":""Q4"",""filing_year"":2021,""filing_period"":""fourth_quarter"",""income"":""10000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/19df3dbc-9ac0-484c-8774-81c417381af3/,206330,MICROSOFT,True,USD,2022-01-20T12:26:10.687000-05:00,Q4,4th Quarter - Report,19df3dbc-9ac0-484c-8774-81c417381af3,EDU,"[""Advocated for specific funding of computer science education.\nH.R. 3602\nS. 1394\nS. 1260""]",lobbying_external_fees,Microsoft,2021,4,401104048,HILLTOP ADVOCACY,yes,sources/lda-microsoft-2021-p5.json,KEEP
L-19fac979-6d9d-47e9-8214-dc1fd23f472f,30000.00,https://lda.gov/filings/public/filing/19fac979-6d9d-47e9-8214-dc1fd23f472f/print/,2026-09-14,"{""filing_uuid"":""19fac979-6d9d-47e9-8214-dc1fd23f472f"",""filing_type"":""Q4"",""filing_year"":2024,""filing_period"":""fourth_quarter"",""income"":""30000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/19fac979-6d9d-47e9-8214-dc1fd23f472f/,194410,MICROSOFT CORPORATION,False,USD,2025-01-20T08:07:41-05:00,Q4,4th Quarter - Report,19fac979-6d9d-47e9-8214-dc1fd23f472f,CPI;CPT;IMM;POS;TEC;TRD,"[""Competitiveness in the online advertising and software markets. Competitiveness and the high tech sector. Monitor issues related to government access to customer data. Monitor Cloud computing issues. Monitor STEM education legislation. Monitor issues relating to data breach legislation and data breaches. Monitor issues relating to Section 230 of the Communications Decency Act. Issues relating to the proposed Activision merger. Issues relating to cybersecurity. Issues relating to artificial intelligence. Monitor issues relating to the skills-based economy."", ""Monitor software piracy, counterfeiting, and protection of intellectual property rights. Monitor patent reform. Monitor issues relating to the structure of the Patent Trial and Appeal Board."", ""Monitor H1-B Visas. Monitor issues relating to high-skilled immigration."", ""Monitor cybersecurity legislation. Monitor privacy oversight issues. Monitor issues relating to reauthorization of Section 702 of FISA."", ""Monitor issues relating to trade agreements."", ""Monitor postal reform.""]",lobbying_external_fees,Microsoft,2024,4,400703107,"THE GIBSON GROUP, LLC",yes,sources/lda-microsoft-2024-p4.json,KEEP
L-1a00eb49-b421-496e-8b81-25f5a1db558c,45000.00,https://lda.gov/filings/public/filing/1a00eb49-b421-496e-8b81-25f5a1db558c/print/,2026-09-14,"{""filing_uuid"":""1a00eb49-b421-496e-8b81-25f5a1db558c"",""filing_type"":""Q2"",""filing_year"":2023,""filing_period"":""second_quarter"",""income"":""45000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/1a00eb49-b421-496e-8b81-25f5a1db558c/,212217,META PLATFORMS INC.,,USD,2023-07-20T13:16:28-04:00,Q2,2nd Quarter - Report,1a00eb49-b421-496e-8b81-25f5a1db558c,CPI,"[""Issues related to social networks""]",lobbying_external_fees,Meta,2023,2,83717,STANTON PARK GROUP,yes,sources/lda-meta-platforms-2023-p2.json,KEEP
L-1a181be0-a585-45ad-b036-d9c836a91f08,30000.00,https://lda.gov/filings/public/filing/1a181be0-a585-45ad-b036-d9c836a91f08/print/,2026-09-14,"{""filing_uuid"":""1a181be0-a585-45ad-b036-d9c836a91f08"",""filing_type"":""Q1"",""filing_year"":2020,""filing_period"":""first_quarter"",""income"":""30000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/1a181be0-a585-45ad-b036-d9c836a91f08/,155997,"META PLATFORMS, INC.",,USD,2020-04-20T14:04:58.603000-04:00,Q1,1st Quarter - Report,1a181be0-a585-45ad-b036-d9c836a91f08,CPI;FIN;IMM,"[""Discussions regarding comprehensive reform of immigration system."", ""Discussions regarding diversity in the workplace."", ""Policy issues related to financial services, including digital currency and blockchain technologies.""]",lobbying_external_fees,Meta,2020,1,48827,OGR,yes,sources/lda-meta-platforms-2020-p1.json,KEEP
